library_path,title,artist,genre,subgenre,label_role,confidence,notes
C:\Users\suppo\Music\Tom MacDonald - White Trash.mp3,Tom MacDonald - White Trash,Tom MacDonald & Madchild,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom MacDonald - Wild Ones.mp3,Tom MacDonald - Wild Ones,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Tom MacDonald ft. DAX - Blame The Rappers.mp3,Tom MacDonald ft. DAX - Blame The Rappers,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tom Macdonald X Adam Calhoun - Free World.mp3,Tom Macdonald X Adam Calhoun - Free World,Tom MacDonald & Adam Calhoun,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Tommy Vext - Take me to Church.mp3,Tommy Vext - Take me to Church,Tommy Vext,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Tommy Vext - The War You Wanted.mp3,Tommy Vext - The War You Wanted,Tommy Vext,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Tommy Vext The Lone Wolf - Cancel the King.mp3,Tommy Vext The Lone Wolf - Cancel the King,Tommy Vext,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Tone Loc - Wild Thing.mp3,Tone Loc - Wild Thing,Tone-Loc,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Toto - Hold The Line.mp3,Toto - Hold The Line,Toto,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Trace Adkins - Songs About Me.mp3,Trace Adkins - Songs About Me,Trace Adkins,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Trace Adkins - Whoop A Man's Ass.mp3,Trace Adkins - Whoop A Man's Ass,Trace Adkins,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Bryd - I'm From The Country.mp3,Tracy Bryd - I'm From The Country,Tracy Byrd,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Byrd - All American Texan.mp3,Tracy Byrd - All American Texan,Tracy Byrd,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Byrd - Don't Take Her She's All I Got.mp3,Tracy Byrd - Don't Take Her She's All I Got,Tracy Byrd,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Byrd - Lifestyles Of The Not So Rich and Famous.mp3,Tracy Byrd - Lifestyles Of The Not So Rich and Famous,Tracy Byrd,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Byrd - Ten Rounds With Jose Cuervo.mp3,Tracy Byrd - Ten Rounds With Jose Cuervo,Tracy Byrd,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Byrd - The Truth About Men.mp3,Tracy Byrd - The Truth About Men,Tracy Byrd,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Byrd - Watermelon Crawl.mp3,Tracy Byrd - Watermelon Crawl,Tracy Byrd,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Lawrence - Find Out Who Your Friends Are.mp3,Tracy Lawrence - Find Out Who Your Friends Are,Tracy Lawrence,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Lawrence - If The Good Die Young.mp3,Tracy Lawrence - If The Good Die Young,Tracy Lawrence,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tracy Lawrence - Paint Me A Birmingham.mp3,Tracy Lawrence - Paint Me A Birmingham,Tracy Lawrence,Country,,primary,0.85,id3_tag:Country
"C:\Users\suppo\Music\Tracy Lawrence - Renegades, Rebels and Rogues.mp3","Tracy Lawrence - Renegades, Rebels and Rogues",Tracy Lawrence,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Anymore.mp3,Travis Tritt - Anymore,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Country Ain't Country.mp3,Travis Tritt - Country Ain't Country,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Country Club.mp3,Travis Tritt - Country Club,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Help Me Hold On.mp3,Travis Tritt - Help Me Hold On,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - It's a Great Day to be Alive.mp3,Travis Tritt - It's a Great Day to be Alive,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Modern Day Bonnie and Clyde.mp3,Travis Tritt - Modern Day Bonnie and Clyde,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Put Some Drive in Your Country.mp3,Travis Tritt - Put Some Drive in Your Country,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - T-R-O-U-B-L-E.mp3,Travis Tritt - T-R-O-U-B-L-E,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Take It Easy.mp3,Travis Tritt - Take It Easy,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Tell Me You Didnt Say Goodbye.mp3,Travis Tritt - Tell Me You Didnt Say Goodbye,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Ten Feet Tall And Bulletproof.mp3,Travis Tritt - Ten Feet Tall And Bulletproof,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - The Whiskey Ain't Workin' Anymore.mp3,Travis Tritt - The Whiskey Ain't Workin' Anymore,Travis Tritt,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Travis Tritt - Where Corn Don't Grow.mp3,Travis Tritt - Where Corn Don't Grow,Travis Tritt,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Ty Herndon - I Want My Goodbye Back.mp3,Ty Herndon - I Want My Goodbye Back,Ty Herndon,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Ugly Kid Joe - Everything About You.mp3,Ugly Kid Joe - Everything About You,Ugly Kid Joe,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Uncle Kracker - Drift Away.mp3,Uncle Kracker - Drift Away,Uncle Kracker,Rock,Alternative,primary,0.85,id3_tag:Alternative Rock
C:\Users\suppo\Music\Uncle Kracker - Good To Be Me.mp3,Uncle Kracker - Good To Be Me,Uncle Kracker,Pop,,primary,0.85,id3_tag:Pop
C:\Users\suppo\Music\Upchruch _ Demun Jones - An Outlaw's Song.mp3,Upchruch _ Demun Jones - An Outlaw's Song,Demun Jones & Upchurch,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Upchurch  Demun Jones  - Campfire Cologne.mp3,Upchurch  Demun Jones  - Campfire Cologne,Demun Jones,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Van Halen - And The Cradle Will Rock.mp3,Van Halen - And The Cradle Will Rock,Van Halen,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Van Halen - Dancing In The Streets.mp3,Van Halen - Dancing In The Streets,Van Halen,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Van Halen - Hot For Teacher.mp3,Van Halen - Hot For Teacher,Van Halen,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Van Halen - Jump.mp3,Van Halen - Jump,Van Halen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Van Halen - Panama.mp3,Van Halen - Panama,Van Halen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Van Halen - Poundcake.mp3,Van Halen - Poundcake,Van Halen,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Van Halen - Runnin' With The Devil.mp3,Van Halen - Runnin' With The Devil,Van Halen,Soundtrack,,primary,0.85,id3_tag:Soundtrack
C:\Users\suppo\Music\Van Zant - Help Somebody.m4a,Van Zant - Help Somebody,Van Zant,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Van Zant - Nobody Gonna Tell Me What to Do.mp3,Van Zant - Nobody Gonna Tell Me What to Do,Van Zant,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Van Zant - These Colors Dont Run.mp3,Van Zant - These Colors Dont Run,Van Zant,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Vince Gill - One More Last Chance.mp3,Vince Gill - One More Last Chance,Vince Gill,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Vixen - Edge Of A Broken Heart.mp3,Vixen - Edge Of A Broken Heart,Vixen,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Wade Hayes - Old Enough to Know Better.mp3,Wade Hayes - Old Enough to Know Better,Wade Hayes,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Wd-40 And Duct Tape - Donice Morace.mp3,Wd-40 And Duct Tape - Donice Morace,Donice Morace,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Whiskey Myers - Ballad of a Southern Man.mp3,Whiskey Myers - Ballad of a Southern Man,Whiskey Myers,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Whiskey Myers - Gasoline.mp3,Whiskey Myers - Gasoline,Whiskey Myers,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Whiskey Myers - Guitar Picker.mp3,Whiskey Myers - Guitar Picker,Whiskey Myers,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Whiskey Myers - Mud.mp3,Whiskey Myers - Mud,Whiskey Myers,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\WhiteSnake - Here I Go Again.mp3,WhiteSnake - Here I Go Again,Whitesnake,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Whitey Morgan - Sinner.mp3,Whitey Morgan - Sinner,Whitey Morgan and the 78's,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Wild Ones - Tom MacDonald.mp3,Wild Ones - Tom MacDonald,Tom MacDonald,Hip-Hop,,primary,0.85,id3_tag:Contemporary Hip Hop
C:\Users\suppo\Music\Zac Brown Band - Chicken Fried.mp3,Zac Brown Band - Chicken Fried,Zac Brown Band,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Zac Brown Band - Heavy Is The Head.mp3,Zac Brown Band - Heavy Is The Head,Zac Brown Band,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\ZZ Top - Sharp Dressed Man.mp3,ZZ Top - Sharp Dressed Man,ZZ Top,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\ZZ Top - Sleeping Bag.mp3,ZZ Top - Sleeping Bag,ZZ Top,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Stick Figure – ＂Angels Above Me＂ (Official Music Video).mp3,Stick Figure – ＂Angels Above Me＂ (Official Music Video),Stick Figure,Reggae,,primary,0.85,id3_tag:Lovers Rock
C:\Users\suppo\Music\3 Doors Down - Here Without You.mp3,3 Doors Down - Here Without You,3 Doors Down,Rock,Alternative,primary,0.85,id3_tag:Alternative Rock
C:\Users\suppo\Music\3 Doors Down - Kryptonite.mp3,3 Doors Down - Kryptonite,3 Doors Down,Rock,Alternative,primary,0.85,id3_tag:Alternative Rock
C:\Users\suppo\Music\Stick Figure – Angels Above Me.mp3,Stick Figure – Angels Above Me,Stick Figure,Reggae,,primary,0.85,id3_tag:Lovers Rock
C:\Users\suppo\Music\Hopsin - Ill Mind of Hopsin 5.mp3,Hopsin - Ill Mind of Hopsin 5,Hopsin,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Donice Morace - Wd-40 And Duct Tape.mp3,Donice Morace - Wd-40 And Duct Tape,Donice Morace,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Buddy Brown - Dirty Pictures.mp3,Buddy Brown - Dirty Pictures,Buddy Brown,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Tommy Vext  - Cancel the King.mp3,Tommy Vext  - Cancel the King,Tommy Vext,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Tom MacDonald - Fake Fans.mp3,Tom MacDonald - Fake Fans,Tom MacDonald,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Mic Manik - Redneck Remix.mp3,Mic Manik - Redneck Remix,Mic Manik,Hip-Hop,,primary,0.85,"id3_tag:Hip-Hop, Rap"
C:\Users\suppo\Music\Garth Brooks - Much Too Young.mp3,Garth Brooks - Much Too Young,Garth Brooks,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Motley Crue - Kickstart my Heart.mp3,Motley Crue - Kickstart my Heart,Mötley Crüe,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Motley Crue - Girls Girls Girls.mp3,Motley Crue - Girls Girls Girls,Motley Crue,Metal,,primary,0.85,id3_tag:Metal
C:\Users\suppo\Music\Motley Crue - Dr  Feelgood.mp3,Motley Crue - Dr  Feelgood,Mötley Crüe,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Meatloaf - I'd Do Anything For Love.mp3,Meatloaf - I'd Do Anything For Love,Meat Loaf,Rock,,primary,0.85,id3_tag:Rock
C:\Users\suppo\Music\Kid Rock - Let's Ride.mp3,Kid Rock - Let's Ride,Kid Rock,Rock,Classic Rock,primary,0.85,id3_tag:Hard Rock
C:\Users\suppo\Music\Chad Mac - Party In The Woods.mp3,Chad Mac - Party In The Woods,Chad Mac,Country,,primary,0.85,id3_tag:Country
C:\Users\suppo\Music\Shinedown - Second Chance.mp3,Shinedown - Second Chance,Shinedown,Rock,,primary,0.85,id3_tag:Rock
